year,rating,review
2019,5,fantastic
2019,5,good
2019,4,جيد
2019,5,In
2019,5,exelente
2019,5,Very goog
2019,3,"The only app where i always go to find the best deals in flying tickets... Stay away from sellers: eDreams that raise the total at the end due to time limit at checkout and charge even when you don't finalize tickets ExploreTrip that charge $30 for adjusting a name, require photo of Card used and letter of confirmation to clear payment 🤨 PLUS cancel E-Tickets without notice, just for not matching ticket BUYER with person FLYING😡😡😡 need some attention and dropped my 5 to 3 stars"
2019,1,"clearly marked to avoid goldcar on the filter section and guess who my booking was made ...goldcar. whats the point? it should have been disclosed beforehand , specially if selected to avoid the company via filter. come on!!!!"
2019,5,"diğer uygulamalara göre en ucuzunu gösteriyor. misal ucuzabilette pegasus uçuşları olmadığı için en ucuz gidiş dönüş 1143tl, ama skyscanner'da pegasus olduğu için 700tl ye bulabildim. tabii thy nin içerip pegasus un içermediği hizmetler var bilindiği üzere.kesin thy ile gidecekseniz ucuzabilet daha ucuz fiyat veriyor."
2019,1,แอพนี้ใช้ครั้งเดียวและเลิกเลย เพราะว่า เคยจองครั้งนึงเป็นเที่ยวบิน เวลา 12.00pm และคือ เข้าใจว่าเที่ยง วันทำให้ตกเครื่องเลยเพราะมันคือเที่ยงคืน ทำไมไม่ทำตัวเลขให้เข้าใจง่ายเหมือน traveloka ถ้าเที่ยงคืนเค้าจะกำหนดเป็น 0.00 อย่างงี้ก็รู้เลย ว่าเที่ยงคืน ทำให้สับสนมากเวลาจองตั๋ว
2019,5,from pass 5yrz we use this app to book our tickets.. just love this app ..
2019,5,A best application to save your hard earned money while booking flights
2019,5,great website to search for all available options on flights
2019,5,Muy útil para mi trabajo igual que mis vacaciones. Vuelos baratos y más.
2019,5,es una de mis apps favoritas para buscar vuelos a buenos precios :)
2019,5,Awesome App! 👌🏾👍🏾👏🏾
2019,4,Great flight search engine
2019,4,Great App!
2019,5,Very useful!
2019,5,Great app!
2019,5,Jee chahta hai bane wale ka hath chum le
2019,5,Really helpful!
2019,5,Good job!
2019,5,Awesome Price.
2019,5,very good 👍
2019,3,good apps
2019,5,app has gone slow.
2019,5,Very much interesting
2019,5,Odlicna aplikacija za pronalazenje jeftinih letova. Bravo
2019,4,great app
2019,4,nice app
2019,4,very good
2019,4,veryv good
2019,4,good information
2019,4,graet application
2019,5,great App.
2019,5,very good.
2019,5,Just awesome 😊👌
2019,5,nice app...
2019,5,wonderful app...
2019,5,Nice app.
2019,3,good
2019,3,good
2019,3,good
2019,3,Good
2019,1,good
2019,4,good
2019,4,good
2019,4,good
2019,4,handy
2019,4,good
2019,4,nice
2019,4,Good
2019,4,nice
2019,4,good
2019,4,good
2019,5,good!!!-
2019,5,nice app
2019,5,excellent app
2019,5,great price
2019,5,Amazing app
2019,5,Best one
2019,5,Very good
2019,5,Very nice
2019,5,v good
2019,5,great prices
2019,5,Great App
2019,5,great app
2019,5,Reliable app
2019,5,great app
2019,5,wonderful app
2019,5,good servicee
2019,5,5 stars
2019,5,v v v good
2019,5,Good app
2019,5,amazing app
2019,5,Great app
2019,5,Great experience
2019,5,Excellent app
2019,5,nice app
2019,5,very good
2019,5,just perfect
2020,5,Great app
2019,5,great deals
2019,5,Good app
2019,5,very good
2019,5,excellent app
2019,5,great app
2019,5,very helpful
2019,5,Excellent experience
2019,5,Brilliant app
2019,5,Nice stuff
2019,5,best app
2019,5,very good
2019,5,nice app
2019,5,very good
2019,5,great app
2019,5,very comfortable
2019,5,nice app
2019,5,all good
2019,5,Good app
2019,5,good app
2019,5,great app
2019,5,Amazing app
2019,5,good apps
2019,5,useful app
2019,5,Brilliant app
2019,5,very good
2019,5,awesome app
2019,5,nice app
2019,5,Good App
2019,5,good app
2020,5,Very good
2019,5,best app
2019,5,very happy
2019,5,thumbs up
2019,5,very good
2019,5,Excellent application
2019,5,great app
2019,5,Love him
2019,5,simple fast
2019,5,very useful
2019,5,very good
2019,5,good one
2019,5,amazing 😍
2019,5,Top App
2019,5,nice
2019,5,good
2019,5,good
2019,5,cool
2019,5,nice
2019,5,awesome
2019,5,good
2019,5,Good
2019,5,Love it
2019,5,wonderful
2019,5,love it
2019,5,good
2019,5,Good
2019,5,love it
2019,5,amazing
2019,5,love it
2019,5,flexible
2019,5,Good
2019,5,nice
2019,5,usefull
2019,5,excellent
2019,5,excellent
2019,5,perfect
2019,5,excellent
2019,5,great
2019,5,great
2019,5,good
2019,5,good
2019,5,greatest
2020,5,fantastic
2019,5,good
2019,5,fantastic
2019,5,good
2019,5,excellent
2019,5,nice
2019,5,Good
2019,5,excellent
2019,5,Love it
2019,5,exceptional
2019,5,good
2019,5,great
2019,5,great
2019,5,good
2019,5,wonderful
2020,5,Excellent
2019,5,good
2019,5,amazing
2019,5,perfect
2019,5,great
2019,5,awesome
2019,5,awesome
2019,5,good
2019,5,great
2019,5,excellent
2019,5,good
2019,5,great
2019,5,good
2019,5,Excellent
2019,5,good
2019,5,great
2020,5,Good
2019,5,great
2019,5,Good
2019,5,wonderful
2019,5,good
2019,5,excellent
2019,5,good
2019,5,Nice
2019,5,good
2019,5,good
2019,5,good
2019,5,great
2019,5,excellent
2019,5,good
2019,5,Nice
2019,5,excellent
2019,5,love it
2019,5,Good
2019,5,great
2019,5,nice
2019,5,awesome
2019,5,Excellent
2019,5,satisfy
2019,5,Perfect
2019,5,excellent
2019,5,awesome
2019,5,awesome
2019,5,good
2019,5,good
2019,5,v.good
2019,5,Muy buena aplicacion super recomendada..
2019,1,not good
2019,5,help alot
2019,5,fatuous
2019,4,it's ok
2019,4,برنامج حلو
2019,4,grrat app
2019,4,سهل وجميل
2019,4,like
2019,5,like it !
2019,5,🌹
2019,5,woow
2019,5,super
2019,5,Prompt
2019,5,ممتاز
2019,5,ممتاز
2019,5,i like it
2019,5,I like
2019,5,Gud
2019,5,create
2019,5,A+++
2019,5,ممتاز
2019,5,👌👍
2019,5,👍👍
2019,5,👌👌
2019,5,"Fast, and easy to use. I have compared it with different app and websites, and Skyscanner offered the best prices👍"
2019,5,Very efficient program. I travel every week via skyscanner. thanks
2019,5,Very good application. Immediate results.
2019,4,Realmente útil y fácil de usar.
2019,4,Good app.
2019,5,best ever!!!
2019,4,very nice
2019,4,Good app
2019,4,good
2019,4,good
2019,4,Reliable
2019,5,very good
2019,5,Good app
2019,5,really cool
2019,5,so useful
2019,5,excellent offer
2019,5,all good
2019,5,Good app
2019,5,Very good
2019,5,great app
2019,5,great app
2019,5,very good
2019,5,excellent site
2019,5,Amazing
2019,5,good
2019,5,Awesome
2019,5,good
2019,5,Awesome
2020,5,Awsome
2019,5,good
2019,5,love it
2019,5,good
2019,5,Good
2019,5,good
2019,5,good
2019,5,..m.. ...
2019,5,😃
2019,5,i like it
2020,5,Ok
2019,5,👍🏽
2019,3,"We travel a lot and skyscanner always has the best deals. Except one website the used called fareboom it always lies about the deals, once you click on the price it says it's not available"
2019,5,Awesome app... Can u provide lowest prices of the searching month. Try to include all airlines working in that routes.
2019,5,"I travel a lot, and to many less-frequented places, but every time, Skyscanner find the best deals! Highly recommended."
2019,3,En ucuz teklifleri net bir şekilde görmek çok rahat ancak mobil internet sitesinde olduğu gibi önceki ya da sonraki günün daha ucuz olduğunu bildirimi veya tek tıkla sonraki güne veya önceki güne geçme butonları yok. Bunların olmaması çok rahatsız edici
2019,4,veey good app and easy navigation. always using this app for my flights.
2019,5,excellent way to fund the travel routes
2019,5,Really great for finding cheap flights on the go :)
2019,4,muito bacana... realmente é o que dizem.
2019,4,اب مفيد جدا و سريع في عرض المتوفر من الرحلات
2019,5,"My buena aplicación, muy buenos precios y permite comparar bien entre los días"
2019,5,Really useful!
2019,5,"easy to use , perfect"
2019,5,Brilliant. Excellent app
2019,5,"Really useful, excellent"
2019,5,"Ya mon, app is da bam' man"
2019,5,very practical and easy to use
2019,5,excellent service.
2019,5,Excellent App !
2019,5,good app!
2019,5,Really helpful.
2019,5,very good 👍
2019,3,confuso nao tem opção pagar
2019,3,good app
2019,5,highly recommended !
2019,5,awesome app!!!!
2019,5,Good very useful
2019,5,Easy to do use
2019,4,I love the apps
2019,4,really nice
2019,4,very helpful
2019,4,best app
2019,4,Good app
2019,4,Good app
2019,4,good guide
2019,4,Excellent App
2019,4,very helpful
2019,4,good app
2019,4,User friendly
2019,4,great app
2019,4,excelent app
2019,4,very useful
2019,2,best aape
2019,5,Excellent service!!!
2019,4,Awesome!
2019,5,good app.
2019,4,useful!
2019,3,good
2019,3,good
2020,5,Fully satisfied..
2019,1,good
2019,4,Good!
2019,4,good!
2019,4,good
2019,4,Good
2019,4,nice
2019,4,cool
2019,4,Good
2019,4,helpful
2019,4,Satisfy
2019,4,good
2019,4,good
2019,4,good
2019,4,Good
2019,4,good
2019,4,Good
2019,4,good
2019,4,good
2019,4,nice
2019,4,good
2019,5,excellent！！！
2019,5,the best!
2019,5,It's amazing
2019,5,love it!
2019,5,nice one
2019,5,best application
2019,5,Good application
2019,5,best deals
2019,5,Good app
2019,5,best app
2019,5,cool apps
2019,5,good app
2019,5,nice App
2019,5,best prices
2019,5,good app
2019,5,great usage
2019,5,best app
2019,5,excellent experience
2019,5,excellent app
2019,5,Great App
2019,5,Excellent App
2019,5,Good app
2019,5,great site
2019,5,great app
2019,5,great experience
2019,5,good add
2019,5,Great application
2019,5,very good
2019,5,Great app
2019,5,best reasonable
2019,5,Best app
2019,5,Very Useful
2019,5,Excellent app
2019,5,very nice
2019,5,great app
2019,5,good service
2019,5,good service
2019,5,very helpful
2019,5,Great App
2019,5,awesome app
2019,5,Nice app
2020,5,Great app
2019,5,superb app
2019,5,nice app
2019,5,very good
2019,5,Very helpful
2019,5,Quick results
2019,5,nice app
2019,5,very helpful
2019,5,very good
2019,5,smart app
2019,5,superb quality
2019,5,nice app
2019,5,very good
2019,5,very good
2019,5,great app
2019,5,Great app
2019,5,very good
2019,5,good APP
2019,5,great app
2019,5,Great app
2020,5,Its good
2019,5,good app
2019,5,great ap
2019,5,great app
2019,5,very good
2019,5,Nice app
2019,5,good app
2019,5,Nice app
2019,5,very good
2019,5,Helpful app
2019,5,Excellent app
2019,5,good apps
2019,5,effective tool
2019,5,great app
2019,5,good apps
2019,5,Great app
2019,5,amazing app
2019,5,great app
2019,5,Just amazing
2019,5,good app
2019,5,Excellent app
2019,5,good service
2019,5,Awesome app
2019,5,awesome app
2019,5,great app
2019,5,good information
2019,5,Brilliant ap
2019,5,good application
2019,5,Nice app
2019,5,best price
2019,5,very good
2019,5,love them
2019,5,really good
2019,5,nice app
2019,5,Great app
2019,5,good!
2019,5,Great!
2019,4,nice...
2020,5,Awesome 👍
2019,5,Great.
2019,5,Awesome..
2019,5,Good.
2019,5,good👍
2019,5,great 😎
2019,5,more helpfull
2019,5,Good experience
2019,5,my favorite
2019,5,good
2019,5,wonderful
2019,5,good
2019,5,love it
2019,5,Excellent
2019,5,great
2019,5,Awesome
2019,5,nice
2019,5,great
2019,5,good
2019,5,EXCELLENT
2019,5,excellent
2019,5,awesome
2019,5,great
2019,5,usefull
2019,5,Excellent
2019,5,excellent
2019,5,Great
2019,5,great
2019,5,Superb
2019,5,Good
2019,5,good
2019,5,Great
2019,5,good
2019,5,good
2019,5,Excellent
2019,5,nice
2020,5,Good
2019,5,excellent
2019,5,love it
2019,5,Excellent
2019,5,wonderful
2019,5,great
2019,5,good
2019,5,amazing
2019,5,perfect
2019,5,GOOD
2019,5,Nice
2019,5,excellent
2019,5,great
2019,5,nice
2019,5,good
2019,5,good
2019,5,nice
2019,5,good
2019,5,Great
2019,5,great
2019,5,great
2019,5,fabulous
2019,5,Good
2019,5,nice
2019,5,excellent
2019,5,Good
2019,5,Good
2019,5,love it
2019,5,Awesome
2019,5,Great
2019,5,great
2019,5,Great
2019,5,Love it
2019,5,Amazing
2019,5,Good
2019,5,Resourceful
2019,5,helpful
2019,5,great
2019,5,excelent
2019,5,Love it
2019,5,excellent
2019,5,wonderful
2019,5,excellent
2019,5,love it
2019,5,Fantastic
2019,5,excellent
2019,5,love it
2019,5,great
2019,5,excellent
2019,5,Brilliant
2019,5,Good
2019,5,good
2019,5,great
2019,5,love it
2019,5,good
2019,5,nice
2019,5,good
2019,5,good
2019,5,excellent
2019,5,excellent
2019,5,perfection
2019,5,excelent
2019,5,good
2019,5,helful
2019,5,Great
2019,5,thumb up!!
2019,5,m gusta por barato
2019,5,بسیار کارآ و به روز
2019,5,Muito bom.
2019,4,Wow
2019,4,Like
2019,4,ok
2019,4,Util
2019,4,ok
2019,4,ok
2019,4,ok
2019,5,Faantaaastiiic!!!
2019,3,dgh
2019,5,ص🧜‍♂️🧚‍♂️🧚‍♂️
2019,5,😍
2019,5,👍
2019,5,😍
2019,5,👍
2019,5,👍
2019,5,ok
2019,5,olla
2019,5,Osm
2019,5,supb
2019,5,wow
2019,5,ممتاز
2019,5,works
2019,5,excellet
2019,5,super
2019,5,ok
2019,5,excelente
2019,5,super
2019,5,Τοπ
2019,5,goo
2019,5,otimo app
2019,5,super app
2019,5,professional app
2019,5,grate prices
2019,5,no words
2019,5,super deals
2019,5,well app
2019,5,lowest price
2019,2,the new update for explore (everywhere) messed things up!! when clicking on a ticket it says from (price) you enter and cant find it.
2019,4,Cheapest flights to be found on here but be careful of Travelgenio...prices on their site can change quickly even while you are booking
2019,1,The filters work HORRIBLY. COME ON ALREADY. And the feedback form doesn't work. What else can you screw up?
2019,3,previously I was able to choose only direct flight and see which days are cheap... now no...
2019,4,Good. Having trouble with multi location. Other than it's good.
2019,4,Very useful. Sometimes there are some cheap flights missing.
2019,5,Best flight app. Used for years.
2019,5,"I have never had any issues with this app, very happy with the way it works and what has to offer."
2019,5,always recommended :) Best search engine by far!
2019,5,Great app. You get what you want to make a sensible choice
2019,5,Excellent app to look for cheap prices!
2019,5,"A1 and the second of nothing, thanks a lot."
2019,5,البرنامج موثوق بحكم تجربتي الخاصة لكن مشكلته أنه لا يحسب سعر الضرائب التي قد تفرضه بعض شركات الطيران
2019,4,consistenly good.
2019,4,Сайт намного удобнее в использовании.
2019,4,good information 👍😊
2019,5,User friendly!
2019,5,Great app!
2019,5,Best Apps!
2019,5,Great app!
2019,5,Great app!
2019,5,Top travel app ✈️
2019,5,muy recomendable porque permite pagar directamente con la aerolínea
2019,5,Works flawlessly every time
2019,5,Easy to use and very helpful!
2019,5,excellent app 👍
2019,5,Great app 👌
2019,5,great app 👍👏
2019,5,One of the best app
2019,4,works fine
2019,4,Useful app
2019,4,its good
2019,4,very useful
2019,4,awesome application
2019,4,Useful app
2019,4,Very good
2020,4,Nice app
2019,4,pretty good
2019,4,so helpful
2019,4,Nice App
2019,5,Great app.
2019,5,Great app😍
2019,5,my favorite app for flights
2019,5,nice app.
2019,5,v-goood
2019,5,excellent!
2019,5,very good 👍👍👍
2019,4,Awesome
2019,4,great
2019,4,Good
2019,4,good
2019,4,excellent
2019,4,good
2019,4,good
2019,4,good
2019,4,Satisfactory
2019,4,good
2019,4,Great
2019,4,excellent
2019,4,nice
2019,4,good
2019,4,best
2019,4,good
2019,4,good
2019,4,good
2019,4,Good
2019,4,good
2019,4,good
2019,5,awesome!!!
2019,5,the best!
2019,5,perfect!
2019,5,amazing!
2019,5,great items
2019,5,good app
2019,5,really helpful
2019,5,best site
2019,5,Nice app
2019,5,great app
2019,5,great app
2019,5,nice app
2019,5,great app
2019,5,Very helpful
2019,5,Good one
2019,5,perfect app
2019,5,great app
2019,5,Great services
2019,5,good prices
2019,5,cool app
2019,5,nice greate
2019,5,best app
2019,5,good application
2019,5,Good app
2019,5,user friendly
2019,5,best application
2019,5,great prices
2019,5,good app
2019,5,very nice
2019,5,very good
2019,5,good app
2019,5,good app
2019,5,nice one
2019,5,five star
2019,5,helpful app
2019,5,good app
2019,5,helpful app
2019,5,nice one
2019,5,very good
2019,5,great app
2019,5,Aho Good
2019,5,Simply wonderful
2019,5,Very Helpful
2019,5,Super good
2019,5,excellent app
2019,5,very good
2019,5,Very helpful
2019,5,best app
2019,5,very good
2019,5,Good app
2019,5,very Good
2019,5,excellent app
2019,5,perfect app
2019,5,good AP
2019,5,super duper
2019,5,very good
2019,5,good app
2019,5,great app
2019,5,Amazing Deals
2019,5,excellent thanks
2019,5,best price
2019,5,best app
2019,5,very good
2019,5,Great app
2019,5,Great app
2019,5,brilliant app
2019,5,Great app
2019,5,very good
2019,5,very helpful
2019,5,very good
2019,5,very good
2019,5,great app
2019,5,good app
2019,5,great app
2019,5,Great info
2019,5,love skyscanner
2019,5,love!!
2019,5,nice!!
2019,5,Nice 👍
2019,5,excelente para encontrar los mejores vuelos! gracias!!
2019,4,Not sure yet....
2019,5,best app 💫💫💫💫💫
2019,5,good
2019,5,good
2019,5,good
2019,5,excellent
2019,5,good
2019,5,good
2019,5,good
2019,5,The best
2019,5,Excellent
2019,5,nice
2019,5,Good
2019,5,helpful
2019,5,good
2019,5,good
2019,5,great
2019,5,NICE
2019,5,The Best
2019,5,good
2019,5,fantastic
2019,5,Love it
2019,5,Good
2019,5,nice
2019,5,good
2019,5,is perfect
2019,5,Wonderful
2019,5,good
2019,5,excellent
2019,5,Excellent
2019,5,good
2019,5,good
2019,5,Nice
2019,5,Nice
2019,5,Good
2019,5,awesome
2019,5,The Best
2019,5,Great
2019,5,Great
2019,5,great
2019,5,awesome
2019,5,Best
2019,5,Good
2019,5,happy
2019,5,the best
2019,5,excellent
2019,5,Excellent
2019,5,good
2019,5,Great
2019,5,good
2019,5,Great
2019,5,Nice
2019,5,Excellent
2019,5,Good
2019,5,Excellent
2019,5,Good
2019,5,Exceptional
2019,5,Good
2019,5,good
2019,5,excellent
2019,5,Good
2019,5,excellent
2019,5,excellent
2019,5,good
2019,5,Good
2019,5,good
2019,5,Excellent
2019,5,good
2019,5,good
2020,5,Best
2019,5,good
2019,5,best
2019,5,amazing
2019,5,helpful
2019,5,excelent
2019,5,Good
2019,5,superb
2019,5,good
2019,5,Fabulous
2019,5,amazing
2019,5,great
2019,5,great
2019,5,Excellent
2019,5,convenience
2019,5,good
2019,5,good
2019,5,great
2019,5,goooood
2019,5,wonderful
2019,5,goooood
2019,5,amazing
2019,5,great
2019,5,Excellent
2019,5,Excellent
2019,5,amazing
2019,5,nice
2019,5,good
2019,5,perfect
2019,5,awesomeness
2019,5,Satisfied
2019,5,FANTASTIC
2019,5,Good
2019,5,AWSOME
2019,5,nice
2019,5,excellent
2019,5,awesome
2019,5,great
2019,5,awesome
2019,5,love!!!
2019,5,The best....
2019,5,good..
2019,5,Top
2019,5,Melhores preços até agora!!!
2019,5,outclass deals
2019,4,Aplicación muy útil
2019,4,so far ok
2019,5,najlepsza wyszukiwarka lotów!
2019,4,Awesom !
2019,5,Me encanta!
2019,4,Super!
2019,5,bahut hi achha app
2019,4,Like. It
2019,5,diese app finde ich toll
2019,3,شكرا
2019,4,Awesom app
2019,4,gud
2019,4,Smashin
2019,4,cheap
2019,4,execllent
2019,5,Like it!
2019,3,ok
2019,3,wow
2019,3,battery
2019,5,👍
2019,5,👍
2022,5,Gert
2019,5,goo
2019,5,exallent
2019,5,otimo
2019,5,gut
2019,5,oke
2019,5,ok
2019,5,thank
2019,5,super
2019,5,verygood
2019,5,greatfull
2019,5,ok
2019,5,Ace
2019,5,Exlence
2019,5,exclant
2019,5,beat
2019,5,👍🏻
2019,5,👌🏾
2019,5,works well
2019,5,muy padre
2019,5,cheepest prices
2019,5,grate app
2019,5,🙌🙌
2019,5,❤❤❤
2019,5,👍👍👍👍👍👍
2019,5,😍😍😍😍😍
2019,5,❤❤
2019,5,😍😍😍
2019,5,❤️❤️
2019,1,"Oh what have you done? This new version is no match for the previous version. The navigation is cumbersome and unnecessary. Who on earth makes these decisions to change things? I will be uninstalling and hopefully will find an apk of the previous version. You ask what could be done. Stop making these unnecessary changes and bring back the previous version, which is what i am now running."
2019,2,Was an excellent 5 star app which I have used all the time over the last five years. Sadly it has becomes much less user friendly and slow 2 start app after the latest update.
2019,5,Excellent app. Must have if you travel a lot
2019,5,"Easy to use, great range of filters and options to narrow down results"
2019,5,"Primeira vez que uso, primeira reserva de passagens feita, foi rápido e eficiente, por enquanto nado do que reclamar."
2019,4,Easy-to-use interface nice design and easy
2019,5,nice and you can get the unbeatable rate
2019,5,it just gets better with every upgrade.
2019,3,Great prices compared to other apps
2019,4,Good Stuff!
2019,5,very helpful!
2019,4,😉 good prices
2019,5,Great app!
2019,5,very good!
2019,5,great app!
2019,5,Best flight app.
2019,1,doesnt work
2019,5,Well done guys.
2019,5,great prices ❤️
2019,5,Excellent options!
2019,5,good app!
2019,5,Excellent app.
2019,5,awesome prices.
2019,5,very nice 👌
2019,5,very good 👍
2019,3,Nice app
2019,5,Very useful application
2019,5,best travel app
2019,5,The best no 1
2019,4,good app
2019,4,nice app
2019,4,Excellent app
2019,4,amazing app
2019,4,great app
2019,4,very good
2019,4,very good
2019,4,really good
2019,5,Nice rates..
2019,5,very helpful....
2019,5,Good job...
2019,5,good one...
2019,5,Good app.
2019,5,All fine.
2019,5,Good app.
2019,5,good app.
2019,3,good
2019,3,Good
2019,3,good
2019,4,v nice
2019,4,Good!
2019,5,Good app 👍🏼👍🏼👍🏼
2019,4,Great
2019,4,good
2019,4,good
2019,4,good
2019,4,good
2019,4,good
2019,4,excellent
2019,4,Nice
2019,4,Good
2019,4,good
2019,4,good
2019,4,effective
2019,4,fast
2019,4,Good
2019,4,good
2019,4,good
2019,4,good
2019,4,good
2019,4,best
2019,4,good
2019,4,relevant
2019,4,good
2019,4,nice
2019,4,nice
2019,4,Good
2019,4,good
2019,5,Love it!!
2019,5,nice experience
2019,5,very good
2019,5,great app
2019,5,vary nice
2019,5,nice app
2019,5,best app
2019,5,very helpful
2019,5,good aplication
2019,5,great app
2019,5,good app
2019,5,Excellent App
2019,5,nice app
2019,5,amazing app
2019,5,awesome thanks
2019,5,user friendly
2019,5,went perfectly
2019,5,great app
2019,5,good sorting
2019,5,Good App
2019,5,good app
2019,5,great app
2019,5,good work
2019,5,nice app
2019,5,nice apps
2019,5,very good
2019,5,great app
2019,5,Cool app
2019,5,Really helpful
2019,5,excellent app
2019,5,excellent app
2019,5,great app
2019,5,Great app
2019,5,nice app
2019,5,Good deals
2019,5,awsome app
2019,5,good application
2019,5,Great app
2019,5,Amazing app
2019,5,Great app
2019,5,wonderful experience
2019,5,very good
2019,5,very good
2019,5,Good information
2019,5,Best app
2019,5,Very Nice
2019,5,Brilliant app
2020,5,Its Nice
2019,5,its nice
2019,5,its cool
2019,5,very good
2019,5,Good Application
2019,5,too good
2019,5,great app
2019,5,very helpful
2019,5,good app
2019,5,so great
2019,5,great apps
2019,5,beautiful app
2019,5,Excellent app
2019,5,great app
2019,5,best site
2019,5,nice one
2019,5,Awesome app
2019,5,Superb app
2019,5,very good
2019,5,very helpful
2019,5,excellent app
2019,5,great app
2019,5,very tasty
2019,5,Nice app
2019,5,Very nice
2019,5,Good app
2019,5,really helpful
2019,5,Awesome aap
2019,5,nice comparison
2019,5,nice app
2019,5,good rete
2019,5,handy tool
2019,5,nice app
2019,5,Great app
2019,5,good App
2019,5,very good
2019,5,good app
2019,5,very useful
2019,5,good app
2019,5,amazing application
2019,5,best app
2020,5,Very good
2019,5,Good app
2019,5,excellent app
2019,5,great app
2019,5,Great!
2019,5,Excelent.
2019,5,love it.
2019,5,🤣Nice
2019,5,great 🤗
2019,5,no 1 app. use it to believe it.
2019,5,Good experience
2019,5,Niceee app
2019,5,good
2019,5,good
2019,5,excellent
2019,5,Nice
2019,5,gooood
2019,5,good
2019,5,good
2019,5,nice
2019,5,BEST
2019,5,amaizing
2019,5,excellent
2019,5,EXCELLENT
2019,5,good
2019,5,superb
2019,5,nice
2019,5,nice
2019,5,awesome
2019,5,good
2019,5,fantastic
2019,5,perfect
2019,5,Good
2019,5,excellent
2019,5,good
2019,5,excellent
2019,5,good
2019,5,good
2019,5,wonderfull
2019,5,Good
2019,5,good
2019,5,great
2019,5,goood
2019,5,excellent
2019,5,nice
2019,5,nice
2019,5,nice
2019,5,good
2019,5,nice
2019,5,good
2019,5,I love it
2019,5,wonderful
2019,5,Good
2019,5,Amazing
2019,5,love it
2019,5,great
2019,5,Excellent
2019,5,good
2019,5,good
2019,5,Great
2019,5,good
2019,5,fantastic
2019,5,good
2019,5,Good
2019,5,excellent
2019,5,good
2019,5,good
2019,5,awesome
2019,5,superb
2019,5,Great
2019,5,good
2019,5,nice
2019,5,Love it
2019,5,great
2019,5,love it
2019,5,nice
2019,5,good
2019,5,The best
2019,5,best
2019,5,good
2019,5,Good
2019,5,Great
2019,5,nice
2019,5,awesome
2019,5,good
2019,5,Good
2019,5,best
2019,5,awesome
2019,5,good
2019,5,lovely
2019,5,best
2019,5,convenience
2019,5,Good
2019,5,superb
2019,5,Awesome
2019,5,amazing
2019,5,wonderful
2019,5,Good
2019,5,Useful
2019,5,great
2019,5,great
2019,5,love it
2019,5,nice
2019,5,Badass
2019,5,Wonderful
2019,5,fantastic
2019,5,Awesome
2019,5,Nice
2019,5,useful
2019,5,handy
2019,5,great
2019,5,nice
2019,5,good
2019,5,excellent
2019,5,Good
2019,5,love it
2019,5,great
2019,5,nice
2019,5,GOOD
2019,5,Great
2019,5,good
2019,1,Just BAD
2019,5,"Wow, sehr gute Applikation"
2019,5,Aplikasi ini sangat membantu
2019,4,super
2019,4,mantappu
2019,4,none
2019,1,baaaad
2019,1,okkk
2019,5,spot on..
2019,5,I 💙 skyscanner
2019,5,100% 👍👍
2019,5,❤
2019,5,wow
2019,5,excepcional
2019,5,Bom
2019,5,yo
2019,5,ok
2019,5,I like it
2019,5,Super
2019,5,excelente
2019,5,ok
2019,5,Ok
2019,5,as expected
2019,5,I like it
2019,5,I like it
2019,5,aw3some
2019,5,livè
2019,5,Super
2019,5,❤👍
2019,5,تطبيق رائع
2019,5,muy util
2019,5,very gpod
2019,5,muy buena
2019,5,sahi hai
2019,1,"Frustrating, unusable. Ive used Skyscanner for years. Always my goto site for flights. Tried to book a flight today and the experience was awful. I understand that you need to generate an income from my visit, but Ive just given up and will do a manual search - or use a rival instead. So sad to see."
2019,4,"This app really inform the lowest price even if i compare it with other app, and it is easy to use"
2019,5,Working with the app for a while and it's fine really like it... I think they have the best offers
2019,4,"New to this app, but kinda loving it."
2019,5,"Really good,quick and helpful app i always use"
2019,5,"I have been using it for years, it is great."
2019,5,"great app, gives you a lot of options"
2019,5,melhor App de busca de passagens e hotéis. Encontrei passagens com descontos enormes
2019,5,uso Skyscanner ormai da anni ed è sempre la migliore soluzione per i miei spostamenti.
2019,4,excellent apps👍
2019,5,Always good!
2019,5,great app!
2019,4,Great app.
2019,5,Best app for booking tickets
2019,5,Every travel I use it perfect
2019,4,nice app.
2019,5,awesome . thanks
2019,5,Really good!!!!
2019,5,nice and easy to use
2019,4,very convenient
2019,4,nice app
2019,4,very nice
2019,4,Awesome deals
2019,4,good app
2019,4,very helpfull
2019,4,nice app
2019,4,Good Updates
2019,4,nice app
2019,4,Nice App
2019,4,very helpful
2019,4,very nice
2019,4,nice app
2019,5,Accurate. Convinient.
2019,4,great app..............
2019,5,Good App.
2019,5,It works!!! 🙂
2019,5,Best App..
2019,3,good
2019,3,good
2019,3,good
2019,3,good
2019,3,good
2019,4,fantastic
2019,4,Great
2019,4,nice
2019,4,Good
2019,4,Excellent
2019,4,good
2019,4,Great
2019,4,nice
2019,4,nice
2019,4,good
2019,4,good
2019,4,good
2019,4,Helpful
2019,4,good
2019,4,good
2019,4,Good
2019,4,good
2020,4,Good
2019,4,Good
2019,5,Amazing !
2019,5,AWESOME!!
2019,5,love it!
2019,5,Perfect!
2019,5,great app.....
2019,5,super cool
2019,5,Fantastic app
2019,5,user friendly
2019,5,excellent app
2019,5,good app
2019,5,Fantastic perfection
2019,5,very nice
2019,5,excellent app
2019,5,good stuff
